po_number,supplier_id,warehouse_id,order_ts,status
po_number_2252,2048,warehouse_id_4,2020-03-09T05:43:00,received
po_number_2253,2055,warehouse_id_78,2020-11-21T01:20:31,in_transit
po_number_2254,2046,warehouse_id_65,2020-11-15T21:58:36,received
po_number_2255,2094,warehouse_id_36,2020-10-08T20:16:23,approved
po_number_2256,2043,warehouse_id_38,2020-02-22T17:31:54,closed
po_number_2257,2073,warehouse_id_1,2020-03-30T03:01:07,approved
po_number_2258,2028,warehouse_id_67,2020-08-28T09:13:22,approved
po_number_2259,2035,warehouse_id_43,2020-10-18T12:25:53,received
po_number_2260,2013,warehouse_id_15,2020-03-19T00:41:25,in_transit
po_number_2261,2108,warehouse_id_35,2020-04-12T23:50:37,in_transit
po_number_2262,2029,warehouse_id_11,2020-07-06T06:21:27,draft
po_number_2263,2024,warehouse_id_18,2020-07-08T19:03:32,received
po_number_2264,2025,warehouse_id_80,2020-11-02T15:45:16,draft
po_number_2265,2087,warehouse_id_36,2020-11-27T03:04:30,received
po_number_2266,2102,warehouse_id_10,2020-09-08T05:11:59,received
po_number_2267,2055,warehouse_id_21,2020-05-15T14:58:41,closed
po_number_2268,2081,warehouse_id_58,2020-01-10T18:09:22,in_transit
po_number_2269,2014,warehouse_id_61,2020-10-03T14:03:48,approved
po_number_2270,2032,warehouse_id_32,2020-06-23T23:42:44,closed
po_number_2271,2115,warehouse_id_62,2020-10-01T21:44:46,closed
po_number_2272,2034,warehouse_id_53,2020-04-14T21:54:06,received
po_number_2273,2106,warehouse_id_59,2020-06-11T02:32:59,approved
po_number_2274,2063,warehouse_id_1,2020-11-12T02:53:12,in_transit
po_number_2275,2011,warehouse_id_35,2020-02-14T10:08:41,draft
po_number_2276,2013,warehouse_id_79,2020-07-27T13:01:10,received
po_number_2277,2063,warehouse_id_26,2020-10-12T03:12:26,in_transit
po_number_2278,2020,warehouse_id_27,2020-08-03T16:32:47,closed
po_number_2279,2035,warehouse_id_72,2020-08-31T04:31:37,approved
po_number_2280,2032,warehouse_id_24,2020-08-07T10:49:07,received
po_number_2281,2089,warehouse_id_30,2020-12-02T21:39:53,draft
po_number_2282,2069,warehouse_id_14,2020-11-01T10:08:42,approved
po_number_2283,2043,warehouse_id_47,2020-03-08T17:29:36,draft
po_number_2284,2011,warehouse_id_15,2020-10-04T14:50:38,approved
po_number_2285,2078,warehouse_id_63,2020-11-28T20:41:00,approved
po_number_2286,2054,warehouse_id_19,2020-03-11T15:49:54,in_transit
po_number_2287,2054,warehouse_id_30,2020-09-04T15:29:26,closed
po_number_2288,2052,warehouse_id_39,2020-09-16T10:44:30,received
po_number_2289,2019,warehouse_id_22,2020-05-23T09:51:34,draft
po_number_2290,2035,warehouse_id_67,2020-01-18T19:57:24,closed
po_number_2291,2119,warehouse_id_64,2020-04-14T21:04:41,approved
po_number_2292,2096,warehouse_id_66,2020-04-29T02:34:24,closed
po_number_2293,2043,warehouse_id_67,2020-10-13T18:55:58,closed
po_number_2294,2026,warehouse_id_20,2020-12-15T08:21:51,received
po_number_2295,2020,warehouse_id_1,2020-01-10T05:31:07,approved
po_number_2296,2061,warehouse_id_61,2020-04-18T08:49:37,received
po_number_2297,2077,warehouse_id_69,2020-01-31T17:44:04,closed
po_number_2298,2085,warehouse_id_14,2020-03-18T02:04:59,closed
po_number_2299,2078,warehouse_id_3,2020-08-29T15:28:48,received
po_number_2300,2115,warehouse_id_18,2020-04-30T03:23:12,received
po_number_2301,2111,warehouse_id_41,2020-07-18T17:44:01,approved
po_number_2302,2068,warehouse_id_50,2020-01-27T20:16:35,received
po_number_2303,2083,warehouse_id_27,2020-06-02T09:25:32,draft
po_number_2304,2028,warehouse_id_68,2020-02-02T08:34:40,approved
po_number_2305,2105,warehouse_id_42,2020-11-14T17:44:59,closed
po_number_2306,2119,warehouse_id_28,2020-09-25T14:50:10,draft
po_number_2307,2034,warehouse_id_38,2020-11-29T22:15:39,closed
po_number_2308,2072,warehouse_id_68,2020-04-15T23:48:41,approved
po_number_2309,2031,warehouse_id_2,2020-04-17T09:57:09,approved
po_number_2310,2105,warehouse_id_39,2020-05-15T13:30:33,in_transit
po_number_2311,2008,warehouse_id_26,2020-11-14T07:44:21,closed
po_number_2312,2003,warehouse_id_56,2020-01-28T14:51:03,closed
po_number_2313,2086,warehouse_id_26,2020-06-08T01:20:49,draft
po_number_2314,2116,warehouse_id_11,2020-09-09T23:34:35,closed
po_number_2315,2020,warehouse_id_79,2020-08-19T22:49:27,approved
po_number_2316,2000,warehouse_id_44,2020-04-03T07:11:12,received
po_number_2317,2104,warehouse_id_47,2020-09-22T11:31:17,in_transit
po_number_2318,2113,warehouse_id_64,2020-09-24T12:08:03,closed
po_number_2319,2021,warehouse_id_73,2020-09-14T04:53:48,draft
po_number_2320,2063,warehouse_id_1,2020-08-02T15:23:25,draft
po_number_2321,2002,warehouse_id_47,2020-07-26T17:06:48,in_transit
po_number_2322,2077,warehouse_id_24,2020-07-16T03:29:07,closed
po_number_2323,2068,warehouse_id_69,2020-08-26T06:34:51,closed
po_number_2324,2116,warehouse_id_74,2020-05-08T18:21:52,closed
po_number_2325,2064,warehouse_id_33,2020-02-29T17:57:40,closed
po_number_2326,2048,warehouse_id_10,2020-03-04T12:15:03,received
po_number_2327,2050,warehouse_id_51,2020-03-26T07:02:51,draft
po_number_2328,2061,warehouse_id_42,2020-09-19T09:27:36,draft
po_number_2329,2064,warehouse_id_16,2020-03-17T06:55:18,approved
po_number_2330,2109,warehouse_id_24,2020-06-13T05:23:42,in_transit
po_number_2331,2111,warehouse_id_2,2020-10-22T18:07:23,draft
po_number_2332,2067,warehouse_id_18,2020-05-07T09:58:48,received
po_number_2333,2003,warehouse_id_30,2020-04-25T07:12:28,in_transit
po_number_2334,2080,warehouse_id_2,2020-09-25T17:57:02,received
po_number_2335,2070,warehouse_id_28,2020-08-26T19:07:41,received
po_number_2336,2047,warehouse_id_57,2020-04-03T18:57:22,closed
po_number_2337,2057,warehouse_id_57,2020-12-17T10:42:13,approved
po_number_2338,2075,warehouse_id_61,2020-07-19T18:22:11,draft
po_number_2339,2094,warehouse_id_80,2020-12-08T01:43:44,in_transit
po_number_2340,2017,warehouse_id_73,2020-03-12T12:34:04,in_transit
po_number_2341,2052,warehouse_id_28,2020-11-17T02:21:51,closed
po_number_2342,2005,warehouse_id_8,2020-04-11T12:21:46,in_transit
po_number_2343,2097,warehouse_id_71,2020-12-28T04:35:33,in_transit
po_number_2344,2072,warehouse_id_27,2020-03-14T04:55:19,approved
po_number_2345,2029,warehouse_id_2,2020-06-25T01:47:56,approved
po_number_2346,2041,warehouse_id_41,2020-11-28T21:55:13,received
po_number_2347,2111,warehouse_id_59,2020-10-05T18:14:54,received
po_number_2348,2051,warehouse_id_37,2020-06-14T07:34:39,received
po_number_2349,2056,warehouse_id_10,2020-03-29T07:15:30,received
po_number_2350,2106,warehouse_id_70,2020-09-02T13:39:52,received
po_number_2351,2064,warehouse_id_70,2020-08-13T12:40:00,closed
po_number_2352,2094,warehouse_id_10,2020-11-09T09:06:25,received
po_number_2353,2001,warehouse_id_13,2020-12-08T20:44:32,received
po_number_2354,2119,warehouse_id_44,2020-07-08T00:49:41,in_transit
po_number_2355,2072,warehouse_id_38,2020-05-13T07:20:10,approved
po_number_2356,2005,warehouse_id_5,2020-02-19T23:14:05,approved
po_number_2357,2011,warehouse_id_10,2020-08-23T23:41:28,approved
po_number_2358,2021,warehouse_id_56,2020-04-09T14:14:29,in_transit
po_number_2359,2099,warehouse_id_72,2020-04-17T21:38:22,in_transit
po_number_2360,2075,warehouse_id_63,2020-01-13T19:26:24,draft
po_number_2361,2052,warehouse_id_53,2020-07-09T22:54:26,closed
po_number_2362,2041,warehouse_id_17,2020-03-02T22:31:38,in_transit
po_number_2363,2069,warehouse_id_58,2020-09-01T08:22:43,draft
po_number_2364,2108,warehouse_id_28,2020-05-31T23:55:18,approved
po_number_2365,2002,warehouse_id_21,2020-12-03T18:14:44,received
po_number_2366,2110,warehouse_id_22,2020-11-20T04:45:41,received
po_number_2367,2118,warehouse_id_32,2020-03-12T14:08:48,in_transit
po_number_2368,2104,warehouse_id_21,2020-11-03T07:02:01,approved
po_number_2369,2064,warehouse_id_69,2020-04-06T11:05:58,closed
po_number_2370,2119,warehouse_id_60,2020-01-15T15:05:32,in_transit
po_number_2371,2013,warehouse_id_65,2020-07-12T14:45:08,closed
po_number_2372,2025,warehouse_id_60,2020-03-17T09:25:12,closed
po_number_2373,2090,warehouse_id_67,2020-06-11T19:47:52,received
po_number_2374,2025,warehouse_id_72,2020-06-03T17:46:10,closed
po_number_2375,2097,warehouse_id_2,2020-01-23T13:36:31,closed
po_number_2376,2013,warehouse_id_4,2020-04-07T17:12:59,closed
po_number_2377,2116,warehouse_id_76,2020-12-19T14:29:53,in_transit
po_number_2378,2005,warehouse_id_49,2020-07-21T00:59:46,in_transit
po_number_2379,2004,warehouse_id_1,2020-01-27T18:43:18,draft
po_number_2380,2078,warehouse_id_31,2020-11-18T22:26:41,received
po_number_2381,2041,warehouse_id_8,2020-11-12T06:31:36,closed
po_number_2382,2077,warehouse_id_67,2020-12-15T00:52:20,closed
po_number_2383,2037,warehouse_id_25,2020-08-18T07:26:21,in_transit
po_number_2384,2084,warehouse_id_64,2020-11-06T04:42:23,approved
po_number_2385,2029,warehouse_id_72,2020-08-24T23:52:00,received
po_number_2386,2021,warehouse_id_26,2020-06-30T23:39:40,approved
po_number_2387,2108,warehouse_id_30,2020-04-06T06:53:28,approved
po_number_2388,2087,warehouse_id_76,2020-05-09T01:07:06,draft
po_number_2389,2070,warehouse_id_63,2020-05-26T06:25:12,closed
po_number_2390,2033,warehouse_id_68,2020-07-10T06:52:22,received
po_number_2391,2001,warehouse_id_28,2020-02-29T07:19:21,received
po_number_2392,2076,warehouse_id_9,2020-06-06T15:35:28,draft
po_number_2393,2096,warehouse_id_79,2020-06-09T19:12:02,received
po_number_2394,2078,warehouse_id_7,2020-10-19T02:26:44,in_transit
po_number_2395,2004,warehouse_id_35,2020-01-11T21:45:27,received
po_number_2396,2087,warehouse_id_71,2020-11-23T12:54:34,approved
po_number_2397,2039,warehouse_id_68,2020-07-22T07:42:22,approved
po_number_2398,2102,warehouse_id_60,2020-11-23T17:04:07,approved
po_number_2399,2018,warehouse_id_51,2020-08-09T00:07:16,in_transit
po_number_2400,2018,warehouse_id_73,2020-07-23T09:48:52,in_transit
po_number_2401,2026,warehouse_id_45,2020-11-13T20:08:12,in_transit
po_number_2402,2015,warehouse_id_68,2020-02-23T09:08:33,received
po_number_2403,2098,warehouse_id_5,2020-02-10T19:00:22,received
po_number_2404,2053,warehouse_id_64,2020-06-21T02:17:15,draft
po_number_2405,2034,warehouse_id_47,2020-05-16T13:25:00,closed
po_number_2406,2092,warehouse_id_62,2020-11-27T02:16:16,approved
po_number_2407,2035,warehouse_id_58,2020-07-18T21:06:37,in_transit
po_number_2408,2058,warehouse_id_68,2020-01-19T14:55:38,draft
po_number_2409,2054,warehouse_id_37,2020-08-22T15:31:21,draft
po_number_2410,2100,warehouse_id_75,2020-02-21T05:18:29,draft
po_number_2411,2015,warehouse_id_28,2020-06-03T09:36:04,draft
po_number_2412,2060,warehouse_id_22,2020-02-06T09:21:53,received
po_number_2413,2087,warehouse_id_50,2020-03-02T18:52:36,closed
po_number_2414,2114,warehouse_id_25,2020-07-26T09:50:45,received
po_number_2415,2084,warehouse_id_28,2020-06-26T20:35:12,in_transit
po_number_2416,2060,warehouse_id_70,2020-07-05T02:17:09,draft
po_number_2417,2002,warehouse_id_34,2020-11-14T16:23:02,closed
po_number_2418,2098,warehouse_id_80,2020-01-23T03:17:28,closed
po_number_2419,2069,warehouse_id_22,2020-12-19T01:22:16,approved
po_number_2420,2097,warehouse_id_74,2020-10-15T00:16:25,received
po_number_2421,2012,warehouse_id_35,2020-05-23T04:48:17,in_transit
po_number_2422,2070,warehouse_id_14,2020-06-19T09:53:01,draft
po_number_2423,2062,warehouse_id_39,2020-03-12T09:26:38,received
po_number_2424,2022,warehouse_id_64,2020-12-13T20:46:23,closed
po_number_2425,2086,warehouse_id_16,2020-07-23T14:48:18,received
po_number_2426,2100,warehouse_id_19,2020-12-10T15:04:00,received
po_number_2427,2056,warehouse_id_4,2020-08-07T13:20:07,in_transit
po_number_2428,2009,warehouse_id_26,2020-01-11T02:49:10,approved
po_number_2429,2098,warehouse_id_16,2020-12-03T20:13:57,draft
po_number_2430,2116,warehouse_id_41,2020-03-03T14:50:40,draft
po_number_2431,2038,warehouse_id_75,2020-12-30T12:12:49,closed
po_number_2432,2103,warehouse_id_71,2020-05-03T11:48:22,draft
po_number_2433,2000,warehouse_id_49,2020-03-23T22:31:38,closed
po_number_2434,2116,warehouse_id_68,2020-05-05T05:10:47,closed
po_number_2435,2000,warehouse_id_35,2020-02-05T05:03:32,received
po_number_2436,2053,warehouse_id_41,2020-06-29T11:11:18,received
po_number_2437,2026,warehouse_id_2,2020-09-06T17:02:07,closed
po_number_2438,2042,warehouse_id_78,2020-11-15T13:37:57,in_transit
po_number_2439,2070,warehouse_id_26,2020-04-21T11:12:45,approved
po_number_2440,2099,warehouse_id_1,2020-12-24T09:58:42,in_transit
po_number_2441,2010,warehouse_id_29,2020-07-14T09:56:59,closed
po_number_2442,2042,warehouse_id_31,2020-07-31T23:39:12,closed
po_number_2443,2087,warehouse_id_30,2020-08-19T09:32:57,closed
po_number_2444,2050,warehouse_id_61,2020-01-01T06:05:21,approved
po_number_2445,2116,warehouse_id_16,2020-12-16T12:35:40,in_transit
po_number_2446,2107,warehouse_id_45,2020-01-04T11:54:50,received
po_number_2447,2094,warehouse_id_52,2020-11-26T18:09:01,in_transit
po_number_2448,2089,warehouse_id_33,2020-09-12T05:23:12,in_transit
po_number_2449,2020,warehouse_id_25,2020-03-19T03:52:43,closed
po_number_2450,2045,warehouse_id_73,2020-11-10T17:32:21,in_transit
po_number_2451,2071,warehouse_id_10,2020-04-04T09:24:05,draft
po_number_2452,2077,warehouse_id_9,2020-03-23T23:39:15,in_transit
po_number_2453,2016,warehouse_id_53,2020-06-01T19:59:43,draft
po_number_2454,2043,warehouse_id_71,2020-10-16T10:17:23,received
po_number_2455,2068,warehouse_id_28,2020-01-27T14:19:49,closed
po_number_2456,2020,warehouse_id_39,2020-06-06T06:23:40,draft
po_number_2457,2047,warehouse_id_32,2020-04-24T13:28:50,draft
po_number_2458,2083,warehouse_id_41,2020-09-05T08:35:38,received
po_number_2459,2063,warehouse_id_67,2020-04-11T16:52:56,draft
po_number_2460,2023,warehouse_id_53,2020-07-20T20:05:15,received
po_number_2461,2024,warehouse_id_6,2020-06-01T06:56:29,draft
po_number_2462,2107,warehouse_id_21,2020-03-30T20:06:26,received
po_number_2463,2114,warehouse_id_21,2020-05-12T08:08:31,draft
po_number_2464,2059,warehouse_id_31,2020-01-24T18:30:55,approved
po_number_2465,2081,warehouse_id_61,2020-01-29T22:19:41,closed
po_number_2466,2115,warehouse_id_8,2020-12-12T21:52:28,draft
po_number_2467,2053,warehouse_id_57,2020-12-16T15:56:48,closed
po_number_2468,2063,warehouse_id_73,2020-04-09T11:10:46,approved
po_number_2469,2096,warehouse_id_33,2020-04-03T05:04:31,received
po_number_2470,2053,warehouse_id_63,2020-03-18T18:45:59,approved
po_number_2471,2005,warehouse_id_74,2020-07-05T10:18:55,received
po_number_2472,2065,warehouse_id_57,2020-09-22T15:58:44,received
po_number_2473,2023,warehouse_id_46,2020-10-10T08:23:05,in_transit
po_number_2474,2083,warehouse_id_32,2020-09-10T07:43:58,closed
po_number_2475,2068,warehouse_id_17,2020-01-17T21:43:05,approved
po_number_2476,2051,warehouse_id_24,2020-09-29T12:44:15,received
po_number_2477,2057,warehouse_id_7,2020-12-26T05:00:35,approved
po_number_2478,2056,warehouse_id_79,2020-12-01T04:24:00,draft
po_number_2479,2082,warehouse_id_51,2020-01-08T10:24:39,closed
po_number_2480,2091,warehouse_id_61,2020-02-09T07:03:25,in_transit
po_number_2481,2025,warehouse_id_9,2020-02-02T14:44:35,closed
po_number_2482,2020,warehouse_id_31,2020-12-01T22:52:23,received
po_number_2483,2058,warehouse_id_59,2020-11-19T18:30:19,received
po_number_2484,2018,warehouse_id_32,2020-08-02T03:20:43,received
po_number_2485,2051,warehouse_id_49,2020-09-05T10:18:05,approved
po_number_2486,2062,warehouse_id_38,2020-11-09T18:13:28,draft
po_number_2487,2058,warehouse_id_48,2020-11-18T14:13:31,received
po_number_2488,2012,warehouse_id_49,2020-01-01T20:37:37,in_transit
po_number_2489,2034,warehouse_id_62,2020-10-03T22:37:16,closed
po_number_2490,2057,warehouse_id_62,2020-09-27T23:41:59,closed
po_number_2491,2040,warehouse_id_73,2020-02-12T15:40:01,closed
po_number_2492,2104,warehouse_id_25,2020-09-27T00:17:59,in_transit
po_number_2493,2057,warehouse_id_73,2020-11-09T13:30:45,closed
po_number_2494,2081,warehouse_id_63,2020-12-18T20:02:39,approved
po_number_2495,2050,warehouse_id_42,2020-11-17T05:32:48,closed
po_number_2496,2007,warehouse_id_4,2020-09-15T16:41:23,in_transit
po_number_2497,2109,warehouse_id_11,2020-01-29T14:02:00,approved
po_number_2498,2040,warehouse_id_22,2020-04-02T10:30:58,approved
po_number_2499,2091,warehouse_id_67,2020-09-21T20:43:06,in_transit
po_number_2500,2092,warehouse_id_29,2020-01-20T18:19:07,approved
po_number_2501,2026,warehouse_id_20,2020-12-20T19:20:29,closed
po_number_2502,2033,warehouse_id_21,2020-07-12T08:19:26,draft
po_number_2503,2038,warehouse_id_43,2020-10-04T15:27:45,received
po_number_2504,2017,warehouse_id_30,2020-09-04T12:32:06,in_transit
po_number_2505,2086,warehouse_id_65,2020-06-26T00:30:34,in_transit
po_number_2506,2059,warehouse_id_27,2020-04-25T20:24:40,closed
po_number_2507,2094,warehouse_id_31,2020-06-22T09:17:20,draft
po_number_2508,2018,warehouse_id_44,2020-02-23T18:07:36,approved
po_number_2509,2029,warehouse_id_41,2020-09-25T13:39:15,in_transit
po_number_2510,2076,warehouse_id_79,2020-04-01T18:18:17,received
po_number_2511,2100,warehouse_id_56,2020-12-07T05:06:45,in_transit
po_number_2512,2047,warehouse_id_41,2020-11-24T13:23:03,received
po_number_2513,2029,warehouse_id_18,2020-10-24T15:24:19,received
po_number_2514,2000,warehouse_id_50,2020-12-09T20:45:28,approved
po_number_2515,2114,warehouse_id_80,2020-09-10T01:18:07,draft
po_number_2516,2010,warehouse_id_59,2020-12-10T10:40:40,approved
po_number_2517,2055,warehouse_id_28,2020-03-30T16:21:45,received
po_number_2518,2066,warehouse_id_27,2020-10-27T08:16:34,draft
po_number_2519,2078,warehouse_id_52,2020-05-11T03:00:23,received
po_number_2520,2009,warehouse_id_72,2020-05-02T23:42:59,in_transit
po_number_2521,2083,warehouse_id_7,2020-03-04T07:27:13,received
po_number_2522,2067,warehouse_id_31,2020-11-03T15:46:01,in_transit
po_number_2523,2022,warehouse_id_54,2020-08-27T08:18:46,received
po_number_2524,2117,warehouse_id_5,2020-04-30T08:15:26,received
po_number_2525,2003,warehouse_id_69,2020-07-14T03:56:47,draft
po_number_2526,2026,warehouse_id_3,2020-09-24T07:59:59,draft
po_number_2527,2092,warehouse_id_21,2020-01-18T02:02:32,draft
po_number_2528,2043,warehouse_id_47,2020-01-22T02:50:07,approved
po_number_2529,2082,warehouse_id_33,2020-10-21T20:10:25,in_transit
po_number_2530,2092,warehouse_id_37,2020-11-15T16:33:05,approved
po_number_2531,2007,warehouse_id_12,2020-02-14T02:18:46,in_transit
po_number_2532,2030,warehouse_id_23,2020-02-10T23:33:41,in_transit
po_number_2533,2094,warehouse_id_72,2020-06-22T16:36:43,approved
po_number_2534,2016,warehouse_id_58,2020-04-10T13:18:49,draft
po_number_2535,2116,warehouse_id_42,2020-09-28T13:58:08,in_transit
po_number_2536,2071,warehouse_id_31,2020-05-31T19:04:49,in_transit
po_number_2537,2055,warehouse_id_61,2020-04-18T11:02:41,draft
po_number_2538,2114,warehouse_id_28,2020-02-10T09:41:33,received
po_number_2539,2027,warehouse_id_10,2020-09-25T20:21:08,approved
po_number_2540,2008,warehouse_id_64,2020-04-18T13:54:39,draft
po_number_2541,2116,warehouse_id_48,2020-12-18T13:15:56,draft
po_number_2542,2111,warehouse_id_17,2020-11-19T08:15:30,approved
po_number_2543,2072,warehouse_id_72,2020-01-31T03:56:29,in_transit
po_number_2544,2046,warehouse_id_63,2020-10-08T03:40:09,closed
po_number_2545,2025,warehouse_id_2,2020-12-20T02:36:09,received
po_number_2546,2024,warehouse_id_65,2020-09-20T09:36:57,closed
po_number_2547,2068,warehouse_id_13,2020-12-23T19:32:06,approved
po_number_2548,2019,warehouse_id_8,2020-07-03T04:35:53,in_transit
po_number_2549,2090,warehouse_id_78,2020-10-15T11:25:13,draft
po_number_2550,2014,warehouse_id_68,2020-03-20T22:05:23,in_transit
po_number_2551,2092,warehouse_id_18,2020-05-24T18:42:46,draft
po_number_2552,2041,warehouse_id_63,2020-08-13T06:23:27,approved
po_number_2553,2020,warehouse_id_54,2020-08-06T10:27:20,approved
po_number_2554,2012,warehouse_id_37,2020-09-03T12:23:21,received
po_number_2555,2026,warehouse_id_51,2020-07-28T05:23:09,closed
po_number_2556,2106,warehouse_id_48,2020-12-26T05:56:58,approved
po_number_2557,2014,warehouse_id_78,2020-08-24T23:01:30,approved
po_number_2558,2079,warehouse_id_23,2020-10-24T22:27:28,in_transit
po_number_2559,2080,warehouse_id_74,2020-10-18T07:06:40,in_transit
po_number_2560,2057,warehouse_id_52,2020-03-28T14:17:33,draft
po_number_2561,2102,warehouse_id_28,2020-10-25T05:48:57,draft
po_number_2562,2010,warehouse_id_33,2020-11-19T15:33:08,approved
po_number_2563,2099,warehouse_id_5,2020-10-26T03:49:39,in_transit
po_number_2564,2065,warehouse_id_24,2020-05-12T16:09:22,approved
po_number_2565,2078,warehouse_id_63,2020-07-06T00:20:30,closed
po_number_2566,2059,warehouse_id_15,2020-02-03T23:56:38,approved
po_number_2567,2065,warehouse_id_3,2020-05-11T15:33:15,closed
po_number_2568,2060,warehouse_id_25,2020-02-13T00:10:20,draft
po_number_2569,2008,warehouse_id_15,2020-04-14T12:23:18,approved
po_number_2570,2081,warehouse_id_68,2020-09-18T22:11:17,in_transit
po_number_2571,2057,warehouse_id_2,2020-12-14T12:51:41,approved
po_number_2572,2086,warehouse_id_21,2020-12-30T12:17:52,draft
po_number_2573,2058,warehouse_id_64,2020-02-16T20:11:23,approved
po_number_2574,2006,warehouse_id_54,2020-04-23T16:46:14,closed
po_number_2575,2079,warehouse_id_14,2020-04-12T06:01:39,in_transit
po_number_2576,2069,warehouse_id_17,2020-02-27T11:06:55,closed
po_number_2577,2097,warehouse_id_30,2020-03-08T06:56:00,received
po_number_2578,2055,warehouse_id_73,2020-08-08T23:24:40,closed
po_number_2579,2104,warehouse_id_80,2020-06-14T00:58:26,draft
po_number_2580,2098,warehouse_id_46,2020-12-26T00:34:45,approved
po_number_2581,2013,warehouse_id_66,2020-03-09T00:02:20,draft
po_number_2582,2018,warehouse_id_45,2020-04-14T11:10:04,closed
po_number_2583,2095,warehouse_id_43,2020-08-19T12:29:54,approved
po_number_2584,2013,warehouse_id_47,2020-04-30T05:17:14,closed
po_number_2585,2001,warehouse_id_58,2020-12-19T01:26:17,draft
po_number_2586,2019,warehouse_id_24,2020-02-14T04:32:29,received
po_number_2587,2002,warehouse_id_47,2020-07-10T19:20:51,approved
po_number_2588,2022,warehouse_id_52,2020-07-03T14:04:07,draft
po_number_2589,2055,warehouse_id_32,2020-09-03T17:08:11,draft
po_number_2590,2081,warehouse_id_34,2020-04-07T02:28:36,closed
po_number_2591,2098,warehouse_id_56,2020-07-01T18:49:45,received
po_number_2592,2015,warehouse_id_26,2020-05-05T18:17:20,received
po_number_2593,2001,warehouse_id_52,2020-04-08T02:45:42,received
po_number_2594,2007,warehouse_id_19,2020-10-18T20:26:57,received
po_number_2595,2033,warehouse_id_38,2020-01-11T09:53:41,draft
po_number_2596,2046,warehouse_id_43,2020-07-29T06:37:15,closed
po_number_2597,2011,warehouse_id_8,2020-07-12T12:46:54,closed
po_number_2598,2046,warehouse_id_62,2020-05-14T00:34:52,approved
po_number_2599,2079,warehouse_id_51,2020-11-30T16:03:33,in_transit
po_number_2600,2108,warehouse_id_53,2020-07-31T10:14:44,received
po_number_2601,2070,warehouse_id_5,2020-05-22T08:31:20,closed
po_number_2602,2105,warehouse_id_17,2020-03-19T18:16:46,in_transit
po_number_2603,2088,warehouse_id_75,2020-01-06T10:38:42,draft
po_number_2604,2014,warehouse_id_60,2020-01-23T10:14:42,approved
po_number_2605,2084,warehouse_id_18,2020-02-05T16:21:43,approved
po_number_2606,2091,warehouse_id_1,2020-01-18T07:56:37,received
po_number_2607,2033,warehouse_id_64,2020-06-27T11:46:13,closed
po_number_2608,2001,warehouse_id_58,2020-06-07T06:54:29,draft
po_number_2609,2105,warehouse_id_71,2020-08-05T12:54:57,closed
po_number_2610,2061,warehouse_id_33,2020-01-17T00:14:36,draft
po_number_2611,2070,warehouse_id_52,2020-08-19T17:09:42,draft
po_number_2612,2071,warehouse_id_79,2020-01-27T13:17:59,approved
po_number_2613,2064,warehouse_id_44,2020-06-18T16:40:29,received
po_number_2614,2033,warehouse_id_3,2020-03-31T22:38:49,in_transit
po_number_2615,2026,warehouse_id_66,2020-04-01T04:29:59,closed
po_number_2616,2013,warehouse_id_58,2020-06-25T21:59:09,in_transit
po_number_2617,2104,warehouse_id_45,2020-04-21T05:58:44,approved
po_number_2618,2033,warehouse_id_55,2020-10-10T15:49:51,draft
po_number_2619,2082,warehouse_id_19,2020-05-20T18:25:27,closed
po_number_2620,2006,warehouse_id_72,2020-05-01T13:36:33,received
po_number_2621,2084,warehouse_id_26,2020-11-22T13:33:09,approved
po_number_2622,2034,warehouse_id_19,2020-03-26T10:13:59,received
po_number_2623,2072,warehouse_id_64,2020-05-26T14:28:09,draft
po_number_2624,2062,warehouse_id_69,2020-04-10T04:14:54,closed
po_number_2625,2025,warehouse_id_64,2020-09-01T11:19:38,draft
po_number_2626,2021,warehouse_id_64,2020-06-19T23:04:50,draft
po_number_2627,2069,warehouse_id_22,2020-02-29T12:29:50,approved
po_number_2628,2009,warehouse_id_46,2020-08-30T20:05:37,closed
po_number_2629,2100,warehouse_id_7,2020-05-22T12:52:36,received
po_number_2630,2085,warehouse_id_23,2020-01-07T08:26:41,received
po_number_2631,2032,warehouse_id_17,2020-02-25T04:57:32,closed
po_number_2632,2055,warehouse_id_36,2020-08-18T18:22:11,in_transit
po_number_2633,2042,warehouse_id_35,2020-06-04T13:35:04,received
po_number_2634,2060,warehouse_id_15,2020-02-17T05:55:46,approved
po_number_2635,2021,warehouse_id_62,2020-09-07T16:13:52,approved
po_number_2636,2115,warehouse_id_37,2020-11-14T07:02:39,approved
po_number_2637,2113,warehouse_id_64,2020-03-26T03:51:00,approved
po_number_2638,2019,warehouse_id_1,2020-04-11T00:58:58,approved
po_number_2639,2019,warehouse_id_63,2020-03-12T12:58:42,in_transit
po_number_2640,2003,warehouse_id_37,2020-01-01T13:25:15,received
po_number_2641,2045,warehouse_id_76,2020-10-22T13:14:04,in_transit
po_number_2642,2076,warehouse_id_27,2020-05-30T12:00:56,received
po_number_2643,2104,warehouse_id_65,2020-08-02T02:29:42,received
po_number_2644,2048,warehouse_id_8,2020-08-02T16:05:07,draft
po_number_2645,2047,warehouse_id_1,2020-03-23T19:30:27,in_transit
po_number_2646,2000,warehouse_id_76,2020-08-14T09:19:04,approved
po_number_2647,2075,warehouse_id_6,2020-10-09T11:29:50,in_transit
po_number_2648,2045,warehouse_id_62,2020-07-06T12:40:03,in_transit
